,SNID,MJD,BAND,CCDNUM,FIELD,PHOTFLAG,PHOTPROB,FLUXCAL,FLUXCALERR,PSF_SIG1,PSF_SIG2,PSF_RATIO,SKY_SIG,SKY_SIG_T,RDNOISE,ZEROPT,ZEROPT_ERR,GAIN,XPIX,YPIX,SIM_FLUXCAL_HOSTERR,SIM_MAGOBS,SNTYPE
141,15415799,60867.0703,i,-9,VOID,0,-9.0,4.494012,12.906029,1.78,0.0,0.0,71.27,0.0,0.25,31.36,0.005,1.0,-9.0,-9.0,0.0,30.193058,112
142,15415799,60867.0942,z,-9,VOID,0,-9.0,14.830431,21.051792,2.19,0.0,0.0,67.28,0.0,0.25,30.99,0.005,1.0,-9.0,-9.0,0.0,29.97497,112
143,15415799,60878.9645,r,-9,VOID,0,-9.0,0.707508,7.9657817,2.98,0.0,0.0,31.52,0.0,0.25,31.56,0.005,1.0,-9.0,-9.0,0.0,31.395863,112
144,15415799,60878.9754,i,-9,VOID,0,-9.0,-8.483708,9.292305,2.56,0.0,0.0,33.95,0.0,0.25,31.31,0.005,1.0,-9.0,-9.0,0.0,30.311644,112
145,15415799,60878.9808,g,-9,VOID,0,-9.0,0.020014945,3.4769518,2.27,0.0,0.0,17.61,0.0,0.25,31.54,0.005,1.0,-9.0,-9.0,0.0,34.077644,112
146,15415799,60879.0046,r,-9,VOID,0,-9.0,-7.0456867,6.717573,2.8,0.0,0.0,27.19,0.0,0.25,31.52,0.005,1.0,-9.0,-9.0,0.0,31.396263,112
147,15415799,60881.0447,r,-9,VOID,0,-9.0,6.3551397,8.252015,3.27,0.0,0.0,27.87,0.0,0.25,31.49,0.005,1.0,-9.0,-9.0,0.0,31.416584,112
148,15415799,60890.9641,Y,-9,VOID,0,-9.0,-8.254594,47.40034,2.11,0.0,0.0,70.69,0.0,0.25,30.12,0.005,1.0,-9.0,-9.0,0.0,30.118317,112
149,15415799,60890.9645,Y,-9,VOID,0,-9.0,24.11932,48.291744,2.14,0.0,0.0,70.98,0.0,0.25,30.12,0.005,1.0,-9.0,-9.0,0.0,30.118322,112
150,15415799,60890.9749,z,-9,VOID,0,-9.0,-3.1063406,18.281067,2.23,0.0,0.0,58.44,0.0,0.25,31.01,0.005,1.0,-9.0,-9.0,0.0,30.212852,112
151,15415799,60890.9753,z,-9,VOID,0,-9.0,-7.982122,15.420931,1.89,0.0,0.0,58.09,0.0,0.25,31.01,0.005,1.0,-9.0,-9.0,0.0,30.212856,112
152,15415799,60890.9871,z,-9,VOID,0,-9.0,-5.551115,15.367297,1.91,0.0,0.0,57.28,0.0,0.25,31.01,0.005,1.0,-9.0,-9.0,0.0,30.212973,112
153,15415799,60890.9875,z,-9,VOID,0,-9.0,-3.6339443,15.582217,1.94,0.0,0.0,57.19,0.0,0.25,31.01,0.005,1.0,-9.0,-9.0,0.0,30.212976,112
154,15415799,60891.0108,Y,-9,VOID,0,-9.0,-7.107246,33.2156,2.0,0.0,0.0,49.38,0.0,0.25,30.06,0.005,1.0,-9.0,-9.0,0.0,30.118782,112
155,15415799,60891.0113,Y,-9,VOID,0,-9.0,-20.360884,34.525455,2.04,0.0,0.0,49.41,0.0,0.25,30.04,0.005,1.0,-9.0,-9.0,0.0,30.118788,112
