,SNID,MJD,BAND,CCDNUM,FIELD,PHOTFLAG,PHOTPROB,FLUXCAL,FLUXCALERR,PSF_SIG1,PSF_SIG2,PSF_RATIO,SKY_SIG,SKY_SIG_T,RDNOISE,ZEROPT,ZEROPT_ERR,GAIN,XPIX,YPIX,SIM_FLUXCAL_HOSTERR,SIM_MAGOBS,SNTYPE
302,53125011,60731.0179,r,-9,VOID,0,-9.0,-3.762019,4.840068,1.54,0.0,0.0,27.9,0.0,0.25,31.56,0.005,1.0,-9.0,-9.0,0.0,27.868818,132
303,53125011,60731.0295,i,-9,VOID,0,-9.0,1.9461107,5.837376,1.35,0.0,0.0,32.23,0.0,0.25,31.33,0.005,1.0,-9.0,-9.0,0.0,28.785437,132
304,53125011,60734.0161,r,-9,VOID,0,-9.0,7.873821,7.859662,2.45,0.0,0.0,27.93,0.0,0.25,31.55,0.005,1.0,-9.0,-9.0,0.0,27.905092,132
305,53125011,60734.0278,i,-9,VOID,0,-9.0,-0.7387505,9.502339,2.12,0.0,0.0,32.12,0.0,0.25,31.31,0.005,1.0,-9.0,-9.0,0.0,28.83383,132
306,53125011,60736.0142,r,-9,VOID,0,-9.0,2.478519,6.1463876,1.93,0.0,0.0,27.59,0.0,0.25,31.55,0.005,1.0,-9.0,-9.0,0.0,27.929266,132
307,53125011,60736.0256,i,-9,VOID,0,-9.0,-3.1023633,6.521561,1.48,0.0,0.0,32.34,0.0,0.25,31.32,0.005,1.0,-9.0,-9.0,0.0,28.866076,132
308,53125011,60746.9975,z,-9,VOID,0,-9.0,-26.499516,24.070583,2.25,0.0,0.0,73.55,0.0,0.25,31.04,0.005,1.0,-9.0,-9.0,0.0,30.169607,132
309,53125011,60747.0082,i,-9,VOID,0,-9.0,1.1387928,21.005686,3.01,0.0,0.0,64.28,0.0,0.25,31.38,0.005,1.0,-9.0,-9.0,0.0,29.043337,132
310,53125011,60747.0186,i,-9,VOID,0,-9.0,-5.910724,19.310926,2.75,0.0,0.0,64.3,0.0,0.25,31.38,0.005,1.0,-9.0,-9.0,0.0,29.043505,132
311,53125011,60747.0428,z,-9,VOID,0,-9.0,-24.989197,26.144686,2.76,0.0,0.0,61.55,0.0,0.25,31.01,0.005,1.0,-9.0,-9.0,0.0,30.170475,132
